Admin Region Name,Admin Region Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Nepal, Hills central",NPL_Hills_central_MAL-141,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Hills east",NPL_Hills_east_MAL-142,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Hills far-west",NPL_Hills_far-west_MAL-143,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Hills mid-west",NPL_Hills_mid-west_MAL-144,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Hills west",NPL_Hills_west_MAL-145,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mid Western",NPL_Mid_Western_NP.MW_2155_NPL004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mid-western hill",NPL_Mid-western_hill_MAL-146,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mid-western terai",NPL_Mid-western_terai_MAL-147,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mountain",NPL_Mountain_MAL-148,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mountains central",NPL_Mountains_central_MAL-149,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mountains east",NPL_Mountains_east_MAL-150,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Mountains west",NPL_Mountains_west_MAL-151,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Tarai central",NPL_Tarai_central_MAL-152,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Tarai east",NPL_Tarai_east_MAL-153,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Tarai far-west",NPL_Tarai_far-west_MAL-154,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Tarai mid-west",NPL_Tarai_mid-west_MAL-155,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Tarai west",NPL_Tarai_west_MAL-156,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Terai",NPL_Terai_MAL-157,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Western",NPL_Western_NP.WE_2156_NPL005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Western hill",NPL_Western_hill_MAL-158,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Western mountain",NPL_Western_mountain_MAL-159,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Western terai",NPL_Western_terai_MAL-160,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Nicaragua,NIC,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Atlantico Norte",NIC_Atlantico_Norte_NI.AN_2185_NIC013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Atlantico Sur",NIC_Atlantico_Sur_NI.AS_2186_NIC014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Boaco",NIC_Boaco_22411,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Carazo",NIC_Carazo_NI.CA_2188_NIC002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Caribbean Nicaragua Region",NIC_Caribbean_Nicaragua_Region_AGG530,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Central Region",NIC_Central_Region_AGG537,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Chinandega",NIC_Chinandega_22426,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Chontales",NIC_Chontales_NI.CO_2190_NIC004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Esteli",NIC_Esteli_22452,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Granada",NIC_Granada_22459,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Jinotega",NIC_Jinotega_22465,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Leon",NIC_Leon_NI.LE_2194_NIC008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Madriz",NIC_Madriz_NI.MD_2195_NIC009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Managua",NIC_Managua_NI.MN_2196_NIC010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Managua District",NIC_Managua_22489,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Masaya",NIC_Masaya_22499,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Matagalpa",NIC_Matagalpa_22508,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Northern Highlands Region",NIC_Northern_Highlands_Region_AGG534,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Nueva Segovia",NIC_Nueva_Segovia_NI.NS_2199_NIC015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Pacific Region",NIC_Pacific_Region_AGG538,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Resto del pais",NIC_Resto_del_pais_MAL-161,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Rio San Juan",NIC_Rio_San_Juan_NI.SJ_2200_NIC016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Rivas",NIC_Rivas_22548,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nicaragua, Southern Pacific Coast Region",NIC_Southern_Pacific_Coast_Region_AGG535,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Niger,NER,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Niger, Agadez",NER_Agadez_NE.AG_2202_NER001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,6.3,..,..
"Niger, Diffa",NER_Diffa_NE.DF_22554_NER002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,20.2,..,..
"Niger, Dosso",NER_Dosso_NE.DS_22559_NER003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,4.3,..,..
"Niger, Maradi",NER_Maradi_NE.MA_2205_NER004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,7.5,..,..
"Niger, Niamey",NER_Niamey_NE.NI_2206_NER005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.7,..,..
"Niger, Tahoua",NER_Tahoua_NE.TH_22576_NER006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,8,..,..
"Niger, Tahoua  and Agadez",NER_Agadez_and_Tahoua_AGG_MAL_Survey_120,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Niger, Tillaberi",NER_Tillaberi_NE.TL_22583_NER007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.2,..,..
"Niger, Zinder",NER_Zinder_NE.ZI_2209_NER008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,8.4,..,..
"Niger, Zinder  and Diffa",NER_Diffa_and_Zinder_AGG_MAL_Survey_121,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Nigeria,NGA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nigeria, Abia",NGA_Abia_NG.AB_65698_NGA001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.5,..,..,..
"Nigeria, Abuja",NGA_Abuja_NG.FC_2221_NGA015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.6,..,..,..
"Nigeria, Adamawa",NGA_Adamawa_NG.AD_2211_NGA002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.1,..,..,..
"Nigeria, Akwa Ibom",NGA_Akwa_Ibom_NG.AK_2212_NGA003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.7,..,..,..
"Nigeria, Anambra",NGA_Anambra_NG.AN_2213_NGA004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.9,..,..,..
"Nigeria, Bauchi",NGA_Bauchi_NG.BA_65699_NGA005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.5,..,..,..
"Nigeria, Bayelsa",NGA_Bayelsa_NG.BY_65700_NGA006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.9,..,..,..
"Nigeria, Benue",NGA_Benue_NG.BE_2215_NGA007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.2,..,..,..
"Nigeria, Borno",NGA_Borno_NG.BO_2216_NGA008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,5.6,..,..,..
"Nigeria, Cross River",NGA_Cross_River_NG.CR_2217_NGA009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Nigeria, Delta",NGA_Delta_NG.DE_2218_NGA010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.7,..,..,..
"Nigeria, Ebonyi",NGA_Ebonyi_NG.EB_65701_NGA011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.8,..,..,..
"Nigeria, Edo",NGA_Edo_NG.ED_2219_NGA012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Nigeria, Ekiti",NGA_Ekiti_NG.EK_65702_NGA013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.5,..,..,..
"Nigeria, Enugu",NGA_Enugu_NG.EN_65703_NGA014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.6,..,..,..
"Nigeria, Gombe",NGA_Gombe_NG.GO_65704_NGA016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.1,..,..,..
"Nigeria, Imo",NGA_Imo_NG.IM_2222_NGA017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.7,..,..,..
"Nigeria, Jigawa",NGA_Jigawa_NG.JI_2223_NGA018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.6,..,..,..
"Nigeria, Kaduna",NGA_Kaduna_NG.KD_2224_NGA019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.5,..,..,..
"Nigeria, Kano",NGA_Kano_NG.KN_2225_NGA020,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.8,..,..,..
"Nigeria, Katsina",NGA_Katsina_NG.KT_2226_NGA021,"Prevalence of severe wasting, weight for height (% of children under 5)",..,5.1,..,..,..
"Nigeria, Kebbi",NGA_Kebbi_NG.KE_2227_NGA022,"Prevalence of severe wasting, weight for height (% of children under 5)",..,5.7,..,..,..
"Nigeria, Kogi",NGA_Kogi_NG.KO_2228_NGA023,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.3,..,..,..
"Nigeria, Kwara",NGA_Kwara_NG.KW_2229_NGA024,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.9,..,..,..
"Nigeria, Lagos",NGA_Lagos_NG.LA_2230_NGA025,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.6,..,..,..
"Nigeria, Nassarawa",NGA_Nassarawa_NG.NA_65705_NGA026,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.7,..,..,..
"Nigeria, Niger",NGA_Niger_NG.NI_2231_NGA027,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.7,..,..,..
"Nigeria, North Central Zone",NGA_North_Central_Zone_AGG540,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.5,1.6
"Nigeria, North East Zone",NGA_North_East_Zone_AGG541,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,9.9,3
"Nigeria, North West Zone",NGA_North_West_Zone_AGG542,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,15.5,3.1
"Nigeria, Ogun",NGA_Ogun_NG.OG_2232_NGA028,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.2,..,..,..
"Nigeria, Ondo",NGA_Ondo_NG.ON_65706_NGA029,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.1,..,..,..
"Nigeria, Osun",NGA_Osun_NG.OS_2234_NGA030,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.8,..,..,..
"Nigeria, Oyo",NGA_Oyo_NG.OY_2235_NGA031,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.1,..,..,..
"Nigeria, Plateau",NGA_Plateau_NG.PL_65707_NGA032,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Nigeria, Rivers",NGA_Rivers_NG.RI_65708_NGA033,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.6,..,..,..
"Nigeria, Sokoto",NGA_Sokoto_NG.SO_65709_NGA034,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.4,..,..,..
"Nigeria, South East Zone",NGA_South_East_Zone_AGG543,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.7,0.9
"Nigeria, South South Zone",NGA_South_South_Zone_AGG544,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.9,1.5
"Nigeria, South West Zone",NGA_South_West_Zone_AGG545,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3,1.2
"Nigeria, Taraba",NGA_Taraba_NG.TA_2239_NGA035,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.6,..,..,..
"Nigeria, Yobe",NGA_Yobe_NG.YO_2240_NGA036,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.9,..,..,..
"Nigeria, Zamfara",NGA_Zamfara_NG.ZA_65710_NGA037,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.7,..,..,..
Northeastern,THA_Northeastern_AGG573,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,2.3,..,..
Northern,THA_Northern_AGG574,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.8,..,..
Oman,OMN,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, A Dakhliya",OMN_A_Dakhliya_OM.DA_2263_OMN001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, A Sharqiya",OMN_A_Sharqiya_OM.SH_2264_OMN002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Al Batinah South",OMN_Al_Batinah_South_OM.BS_2265.55_OMN010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Al Batnah North",OMN_Al_Batnah_North_OM.BA_2265_OMN003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Al Dhahira",OMN_Al_Dhahira_OM.DH_2266_OMN005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Al Wusta",OMN_Al_Wusta_OM.WU_2267_OMN004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Ash Sharqiyah South",OMN_Ash_Sharqiyah_South_OM.SS_2264.55_OMN009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Dhofar",OMN_Dhofar_OM.JA_2268_OMN006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Musandam",OMN_Musandam_OM.MU_2269_OMN007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Oman, Muscat District",OMN_Muscat_23610,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Pakistan,PAK,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Pakistan, Azad Jammu & Kashmir",PAK_Azad_Jammu_and_Kashmir_PK.AJK_2277.55_PAK008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.1,..,..,..
"Pakistan, Balochistan",PAK_Balochistan_PK.BA_2272_PAK001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.5,..,..,..
"Pakistan, Federally Administered Tribal Areas",PAK_FATA_PK.FA_2273_PAK002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,5.2,..,..,..
"Pakistan, Gilgit-Baltistan",PAK_Gilgit-Baltistan_PK.GB_2279.55_PAK009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.4,4.7,..,..
"Pakistan, Islamabad",PAK_Islamabad_PK.IS_2274_PAK003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,3.5,..,..
"Pakistan, Khyber Pakhtunkhwa",PAK_Khyber_Pakhtunkhwa_PK.KP_2275_PAK005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,9,5.1,..,..
"Pakistan, Northern Areas",PAK_Northern_Areas_MAL-162,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Pakistan, Punjab",PAK_Punjab_PK.PU_2276_PAK006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.7,2.8,..,..
"Pakistan, Sindh",PAK_Sindh_PK.SI_2277_PAK007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.5,3.3,..,..
